ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Height,Weight,release_c,Age_Group
189472,aridane,29,spain,70,71,ca osasuna,1600.0,6,right,1.0,2.0,lcb,2017,6.083333333,170.0,2600.0,20-30
189484,d. santon,27,italy,76,76,roma,6500.0,47,right,2.0,3.0,lb,2018,6.166666667,170.0,11100.0,20-30
189485,diego farías,28,brazil,73,73,cagliari,4100.0,28,right,1.0,4.0,cf,2014,5.666666667,146.0,7000.0,20-30
189505,pedro,30,spain,82,82,chelsea,21000.0,140,right,3.0,4.0,,2015,5.583333333,143.0,38900.0,20-30
189509,thiago,27,spain,86,86,fc bayern münchen,45500.0,130,right,3.0,5.0,cm,2013,5.75,154.0,75100.0,20-30
189511,sergio busquets,29,spain,89,89,fc barcelona,51500.0,315,right,4.0,3.0,cdm,2008,6.166666667,168.0,105600.0,20-30
189541,c. solly,27,england,68,69,charlton athletic,825.0,5,right,1.0,3.0,rb,2008,5.666666667,157.0,1500.0,20-30
189553,lillo,29,spain,68,68,ca osasuna,675.0,4,right,1.0,2.0,rb,2017,5.75,154.0,1100.0,20-30
189586,dani hernández,32,venezuela,71,71,cd tenerife,1400.0,5,right,1.0,1.0,gk,2015,6.416666667,196.0,2200.0,30-36
189596,t. müller,28,germany,86,86,fc bayern münchen,45000.0,135,right,4.0,3.0,cam,2008,6.083333333,165.0,74300.0,20-30
189606,j. baumgartlinger,30,austria,78,78,bayer 04 leverkusen,7500.0,53,right,2.0,2.0,cdm,2016,6.0,190.0,12800.0,20-30
189619,k. smith,27,england,70,71,bristol city,2000.0,23,right,1.0,3.0,cm,2014,5.75,154.0,4000.0,20-30
189682,b. mee,28,england,79,79,burnley,10000.0,58,left,1.0,2.0,lcb,2012,6.0,181.0,19000.0,20-30
189695,j. devitt,27,republic of ireland,62,62,carlisle united,325.0,2,right,1.0,3.0,lm,2016,5.833333333,146.0,569.0,20-30
189776,m. watkins,27,wales,69,69,bristol city,1100.0,19,right,1.0,3.0,rm,2018,5.833333333,143.0,2100.0,20-30
189780,e. pezzi,28,italy,65,65,carpi,425.0,1,right,1.0,2.0,lb,2018,5.916666667,165.0,659.0,20-30
189795,éder,30,portugal,75,75,lokomotiv moscow,6500.0,1,right,2.0,3.0,st,2018,6.25,179.0,13700.0,20-30
189802,d. mccrory,28,republic of ireland,65,65,burton albion,425.0,3,left,1.0,2.0,lb,2012,6.083333333,179.0,744.0,20-30
189865,d. templeton,29,scotland,66,66,burton albion,625.0,4,right,1.0,4.0,lm,2018,5.75,139.0,1100.0,20-30
189868,m. marshall,31,jamaica,66,66,charlton athletic,575.0,4,left,1.0,3.0,rm,2017,5.583333333,152.0,1000.0,30-36
189881,c. smalling,28,england,81,82,manchester united,16000.0,130,right,3.0,2.0,rcb,2010,6.333333333,179.0,30800.0,20-30
189942,a. ligi,28,italy,66,66,carpi,525.0,1,right,1.0,2.0,cb,2017,6.25,183.0,814.0,20-30
190156,rubén pérez,29,spain,75,75,cd leganés,5000.0,26,right,1.0,2.0,lcm,2018,5.833333333,161.0,10500.0,20-30
190243,m. hitz,30,switzerland,79,79,borussia dortmund,8000.0,41,right,2.0,1.0,gk,2018,6.333333333,196.0,13600.0,20-30
190247,j. brayford,30,england,66,66,burton albion,475.0,3,right,1.0,2.0,rcb,2017,5.666666667,157.0,831.0,20-30
190311,l. taylor,28,montserrat,67,67,charlton athletic,800.0,5,right,1.0,3.0,rs,2018,6.166666667,174.0,1400.0,20-30
190430,j. bennett,28,england,72,72,cardiff city,2500.0,30,left,1.0,3.0,lb,2016,5.833333333,163.0,4900.0,20-30
190432,oier,32,spain,71,71,ca osasuna,1400.0,7,right,1.0,2.0,rdm,2008,5.833333333,159.0,2200.0,30-36
190456,n. clyne,27,england,79,80,liverpool,11500.0,94,right,2.0,3.0,rb,2015,5.75,148.0,22700.0,20-30
190461,b. sigurðarson,27,iceland,73,74,,,0,right,1.0,3.0,st,2016,6.083333333,190.0,4585.060806,20-30
190483,douglas costa,27,brazil,86,86,juventus,46500.0,175,left,3.0,5.0,lm,2018,5.666666667,154.0,76700.0,20-30
190520,t. jantschke,28,germany,75,75,borussia mönchengladbach,5500.0,24,right,2.0,2.0,lcb,2009,5.833333333,168.0,9400.0,20-30
190531,e. mangala,27,france,76,78,manchester city,7500.0,84,left,2.0,2.0,cb,2014,6.166666667,185.0,14400.0,20-30
190547,k. glik,30,poland,83,83,as monaco,19000.0,86,right,3.0,2.0,rcb,2016,6.25,176.0,36100.0,20-30
190722,m. sordell,27,england,66,66,burton albion,675.0,4,right,1.0,3.0,rm,2017,5.833333333,179.0,1200.0,20-30
190765,p. groß,27,germany,77,78,brighton & hove albion,10000.0,47,right,2.0,4.0,cam,2017,5.916666667,172.0,19800.0,20-30
190813,s. el shaarawy,25,italy,81,82,roma,21000.0,77,right,3.0,5.0,lm,2016,5.833333333,159.0,37300.0,20-30
190871,neymar jr,26,brazil,92,93,paris saint-germain,118500.0,290,right,5.0,5.0,lw,2017,5.75,150.0,228100.0,20-30
190939,s. chhetri,33,india,67,67,,,0,right,1.0,3.0,ls,2016,5.583333333,154.0,4585.060806,30-36
190941,l. hrádecký,28,finland,84,84,bayer 04 leverkusen,,74,right,2.0,1.0,gk,2018,6.333333333,187.0,37400.0,20-30
190982,alberto perea,27,spain,68,68,cádiz cf,950.0,4,right,1.0,3.0,cam,2017,5.75,152.0,1500.0,20-30
191005,a. elmohamady,30,egypt,72,72,aston villa,2200.0,14,right,2.0,3.0,rb,2017,6.0,172.0,4300.0,20-30
191006,a. golec,28,australia,62,62,central coast mariners,250.0,1,left,1.0,2.0,lcb,2017,6.25,187.0,313.0,20-30
191043,alex sandro,27,brazil,86,86,juventus,36500.0,160,left,3.0,3.0,lb,2015,5.916666667,176.0,60200.0,20-30
191066,f. kroos,27,germany,72,75,1. fc union berlin,3100.0,20,right,1.0,3.0,lcm,2016,6.0,172.0,5300.0,20-30
191076,j. guðmundsson,27,iceland,79,79,burnley,13000.0,61,left,1.0,4.0,rm,2016,5.833333333,170.0,24700.0,20-30
191180,j. pastore,29,argentina,82,82,roma,21500.0,84,right,3.0,4.0,,2018,6.166666667,172.0,36600.0,20-30
191202,n. matić,29,serbia,84,84,manchester united,,165,left,3.0,3.0,cdm,2017,6.333333333,187.0,44400.0,20-30
191222,unai medina,28,spain,71,71,cd numancia,1900.0,7,right,1.0,2.0,rb,2015,5.833333333,172.0,3000.0,20-30
191725,p. morales,33,chile,74,74,cd universidad de concepción,3400.0,5,right,2.0,3.0,cam,2018,5.916666667,170.0,4800.0,30-36
191740,ander herrera,28,spain,81,81,manchester united,17500.0,140,right,3.0,3.0,cm,2014,6.0,154.0,32400.0,20-30
191783,v. berisha,25,kosovo,76,79,lazio,9500.0,40,right,2.0,4.0,lm,2018,5.75,154.0,16900.0,20-30
192026,souza,30,brazil,71,71,cerezo osaka,1800.0,6,right,1.0,3.0,lcm,2017,6.0,165.0,2200.0,20-30
192071,m. d'alessandro,27,italy,70,70,udinese,1900.0,14,right,1.0,3.0,rm,2016,5.666666667,143.0,4585.060806,20-30
192073,a. bertolacci,27,italy,77,77,milan,9000.0,75,left,2.0,4.0,cm,2015,5.833333333,165.0,15300.0,20-30
192114,a. briseño,24,mexico,72,77,cd feirense,3500.0,7,right,1.0,2.0,rcb,2017,6.083333333,165.0,7700.0,20-30
192119,t. courtois,26,belgium,89,90,real madrid,53500.0,240,left,4.0,1.0,gk,2018,6.5,212.0,113700.0,20-30
192123,c. wood,26,new zealand,77,78,burnley,10500.0,56,right,1.0,2.0,st,2017,6.166666667,203.0,20700.0,20-30
192146,v. ignatiev,31,russia,75,75,lokomotiv moscow,4400.0,1,right,1.0,3.0,rb,2016,5.916666667,159.0,9200.0,30-36
192227,s. mustafi,26,germany,82,84,arsenal,22500.0,115,right,3.0,2.0,,2016,6.0,181.0,44400.0,20-30
192315,henrique,33,brazil,65,65,brisbane roar,325.0,2,right,1.0,3.0,lw,2018,5.416666667,132.0,406.0,30-36
192317,j. steer,25,england,65,70,charlton athletic,525.0,4,left,1.0,1.0,gk,2016,6.0,176.0,4585.060806,20-30
192318,m. götze,26,germany,82,85,borussia dortmund,27000.0,67,right,4.0,4.0,cm,2016,5.75,165.0,47900.0,20-30
192366,n. otamendi,30,argentina,85,85,manchester city,28500.0,170,right,3.0,2.0,cb,2015,6.0,179.0,52700.0,20-30
192387,c. immobile,28,italy,87,87,lazio,52000.0,115,right,3.0,3.0,st,2016,6.083333333,187.0,88400.0,20-30
192431,mario ortíz,29,spain,68,68,cf reus deportiu,850.0,4,right,1.0,2.0,lcm,2018,5.833333333,143.0,1300.0,20-30
192448,m. ter stegen,26,germany,89,92,fc barcelona,58000.0,240,right,3.0,1.0,gk,2014,6.166666667,187.0,123300.0,20-30
192479,b. reeves,26,northern ireland,64,65,charlton athletic,525.0,3,left,1.0,3.0,cam,2017,5.666666667,148.0,958.0,20-30
192490,juan villar,30,spain,73,73,ca osasuna,3800.0,9,right,1.0,3.0,rm,2018,6.0,159.0,6000.0,20-30
192505,r. lukaku,25,belgium,87,89,manchester united,62500.0,230,left,3.0,3.0,st,2017,6.25,207.0,120300.0,20-30
192555,i. el adoua,31,morocco,70,70,cd aves,1200.0,7,right,1.0,2.0,cdm,2018,6.166666667,174.0,2500.0,30-36
192563,b. leno,26,germany,84,87,arsenal,,115,right,3.0,1.0,gk,2018,6.25,183.0,53300.0,20-30
192575,e. badu,27,ghana,75,75,udinese,7000.0,25,right,2.0,3.0,cm,2010,5.666666667,154.0,12600.0,20-30
192587,a. ioniţă,27,moldova,74,74,cagliari,6000.0,27,right,2.0,3.0,cam,2016,6.0,161.0,10200.0,20-30
192593,d. subašić,33,croatia,83,83,as monaco,13000.0,70,right,3.0,1.0,gk,2012,6.25,185.0,24700.0,30-36
192634,marc mateu,28,spain,73,73,cd numancia,4000.0,10,left,1.0,3.0,lb,2015,5.916666667,157.0,6500.0,20-30
192638,marcos alonso,27,spain,83,84,chelsea,24000.0,130,left,2.0,3.0,lb,2016,6.166666667,192.0,46200.0,20-30
192660,s. polter,27,germany,72,73,1. fc union berlin,3600.0,24,right,1.0,3.0,st,2017,6.25,205.0,6100.0,20-30
192667,a. nyom,30,cameroon,74,74,cd leganés,4100.0,27,right,2.0,3.0,rwb,2016,6.166666667,179.0,4585.060806,20-30
192679,escudero,28,spain,79,79,sevilla fc,10000.0,20,left,1.0,3.0,lm,2015,5.75,159.0,21000.0,20-30
192738,m. sans,30,france,63,63,chamois niortais football club,270.0,1,right,1.0,2.0,cb,2014,6.25,190.0,473.0,20-30
192774,k. manolas,27,greece,85,87,roma,37500.0,96,right,3.0,2.0,lcb,2014,6.166666667,183.0,66600.0,20-30
192838,e. schelotto,29,italy,73,73,brighton & hove albion,3000.0,34,right,1.0,3.0,rb,2017,6.166666667,170.0,5700.0,20-30
192883,h. mkhitaryan,29,armenia,83,83,arsenal,25500.0,145,right,3.0,4.0,rm,2018,5.833333333,165.0,48500.0,20-30
192970,d. mayor,27,england,66,66,bury,675.0,5,right,1.0,4.0,lcm,2014,6.0,168.0,1200.0,20-30
192985,k. de bruyne,27,belgium,91,92,manchester city,102000.0,355,right,4.0,4.0,rcm,2015,5.916666667,154.0,196400.0,20-30
193035,salcedo,27,spain,60,62,cf rayo majadahonda,170.0,1,right,1.0,1.0,gk,2017,6.083333333,176.0,276.0,20-30
193041,k. navas,31,costa rica,87,87,real madrid,30500.0,195,right,3.0,1.0,gk,2014,6.083333333,176.0,62500.0,30-36
193080,de gea,27,spain,91,93,manchester united,72000.0,260,right,4.0,1.0,gk,2011,6.333333333,168.0,138600.0,20-30
193082,j. cuadrado,30,colombia,84,84,juventus,,150,right,3.0,5.0,ram,2015,5.833333333,159.0,48700.0,20-30
193091,b. nuytinck,28,netherlands,74,76,udinese,5500.0,22,left,1.0,2.0,lcb,2017,6.25,181.0,10300.0,20-30
193098,c. clemens,26,germany,73,73,1. fc köln,4300.0,17,right,2.0,3.0,rm,2017,5.833333333,174.0,6400.0,20-30
193105,a. areola,25,france,81,85,paris saint-germain,16500.0,61,right,2.0,1.0,gk,2010,6.416666667,207.0,31800.0,20-30
193116,m. gonalons,29,france,75,75,sevilla fc,5000.0,47,right,3.0,3.0,cdm,2016,6.166666667,168.0,4585.060806,20-30
193133,j. stryger larsen,27,denmark,73,75,udinese,3900.0,19,right,1.0,3.0,lb,2017,6.0,181.0,7300.0,20-30
193158,d. pröpper,26,netherlands,77,78,brighton & hove albion,10500.0,47,right,2.0,3.0,cm,2017,6.083333333,174.0,20700.0,20-30
193165,j. corona,25,mexico,81,83,fc porto,21500.0,18,right,3.0,5.0,rm,2015,5.666666667,137.0,44600.0,20-30
193186,n. etheridge,28,philippines,73,75,cardiff city,3300.0,28,right,1.0,1.0,gk,2017,6.25,196.0,6900.0,20-30
193187,k. bennett,27,england,66,66,bristol rovers,675.0,4,right,1.0,4.0,lm,2018,5.416666667,134.0,1200.0,20-30
193211,a. ignjovski,27,serbia,70,70,1. fc magdeburg,1500.0,8,right,2.0,2.0,rb,2018,5.75,157.0,2300.0,20-30
193251,c. schösswendter,29,austria,66,66,1. fc union berlin,500.0,8,right,1.0,2.0,cb,2017,6.333333333,172.0,800.0,20-30
193254,c. trimmel,31,austria,72,72,1. fc union berlin,2000.0,20,right,1.0,3.0,rb,2014,6.166666667,179.0,3300.0,30-36
193267,f. pisacane,32,italy,72,72,cagliari,1800.0,20,right,1.0,2.0,cb,2015,5.833333333,170.0,3000.0,30-36
193283,t. delaney,26,denmark,82,83,borussia dortmund,21500.0,61,left,2.0,3.0,lcm,2018,6.0,174.0,38200.0,20-30
193293,j. rodríguez,33,uruguay,69,69,cd palestino,650.0,3,left,1.0,3.0,cam,2018,5.666666667,143.0,878.0,30-36
193301,a. lacazette,27,france,85,86,arsenal,45000.0,180,right,3.0,4.0,st,2017,5.75,161.0,88900.0,20-30
193303,a. richards,27,wales,69,69,cardiff city,875.0,19,right,1.0,3.0,rb,2016,5.75,165.0,1800.0,20-30
193348,x. shaqiri,26,switzerland,81,81,liverpool,19000.0,130,left,3.0,5.0,cam,2018,5.583333333,159.0,36100.0,20-30
193352,r. rodríguez,25,switzerland,80,83,milan,15500.0,81,left,3.0,4.0,lb,2017,5.916666667,170.0,27500.0,20-30
193359,r. romo,28,venezuela,69,71,,,0,right,1.0,1.0,gk,2016,6.5,187.0,4585.060806,20-30
193369,galán,32,spain,69,69,cf rayo majadahonda,575.0,4,right,1.0,2.0,rb,2018,5.916666667,174.0,891.0,30-36
193420,m. schmiedebach,29,germany,72,72,1. fc union berlin,2400.0,22,right,2.0,3.0,cdm,2016,5.583333333,154.0,4585.060806,20-30
193421,javi lara,32,spain,70,70,córdoba cf,1300.0,6,right,1.0,3.0,rcm,2017,5.833333333,161.0,2100.0,30-36
193425,h. behrens,28,germany,75,75,1. fc nürnberg,6500.0,24,right,1.0,3.0,rdm,2015,6.166666667,181.0,11700.0,20-30
193431,h. lingani,30,ivory coast,64,64,as béziers,325.0,1,right,1.0,2.0,cb,2017,6.0,159.0,569.0,20-30
193468,l. benito,26,switzerland,72,75,bsc young boys,3200.0,15,left,1.0,2.0,lb,2015,6.0,187.0,5000.0,20-30
193550,b. kayal,30,israel,72,72,brighton & hove albion,2900.0,31,right,1.0,3.0,lcm,2015,5.833333333,163.0,5500.0,20-30
193554,d. sakho,28,senegal,74,74,bursaspor,6000.0,30,right,1.0,3.0,st,2016,6.0,174.0,4585.060806,20-30
193608,o. clarke,26,england,65,65,bristol rovers,575.0,3,right,1.0,3.0,rcm,2009,5.916666667,170.0,1000.0,20-30
193685,s. manolev,32,bulgaria,70,70,,,0,right,2.0,3.0,rb,2016,6.083333333,174.0,4585.060806,30-36
193695,nélson lenho,34,portugal,71,71,cd aves,675.0,8,left,1.0,3.0,lb,2017,5.833333333,157.0,1400.0,30-36
193714,n. pejčinović,30,serbia,77,77,changchun yatai fc,6500.0,13,right,2.0,2.0,cb,2018,6.083333333,176.0,14000.0,20-30
193735,juan dominguez,28,spain,70,70,cf reus deportiu,1800.0,6,right,1.0,3.0,rcm,2017,5.916666667,157.0,2700.0,20-30
193757,edu ramos,26,spain,69,73,cádiz cf,1100.0,5,right,1.0,2.0,cdm,2018,5.833333333,148.0,1900.0,20-30
193772,a. kovácsik,27,hungary,69,70,,,0,right,1.0,1.0,gk,2016,6.333333333,179.0,4585.060806,20-30
193847,osmar,30,spain,71,71,cerezo osaka,1800.0,5,left,2.0,2.0,cdm,2016,6.333333333,196.0,4585.060806,20-30
193849,c. hourihane,27,republic of ireland,74,74,aston villa,6000.0,18,left,1.0,3.0,lcm,2017,5.916666667,137.0,11400.0,20-30
193860,t. schick,28,austria,68,68,bsc young boys,900.0,9,right,1.0,3.0,rm,2016,5.916666667,161.0,1400.0,20-30
193864,bruno monteiro,33,portugal,68,68,cd tondela,525.0,3,right,1.0,2.0,ldm,2014,5.833333333,161.0,1100.0,30-36
193875,j. hingert,27,australia,65,65,brisbane roar,450.0,2,right,1.0,2.0,rb,2011,5.583333333,150.0,563.0,20-30
193891,borja viguera,31,spain,67,67,cd numancia,675.0,4,right,1.0,3.0,st,2018,6.0,168.0,1100.0,30-36
193900,j. hunt,27,england,69,69,bristol city,875.0,18,right,1.0,3.0,rb,2018,5.75,157.0,1700.0,20-30
193909,escassi,29,spain,71,72,cd numancia,2100.0,7,right,1.0,2.0,cdm,2016,6.083333333,172.0,3500.0,20-30
193911,s. paul,31,india,57,57,,,0,right,1.0,1.0,st,2016,6.083333333,172.0,4585.060806,30-36
193932,r. lambe,27,bermuda,63,63,cambridge united,375.0,3,right,1.0,3.0,lm,2018,5.75,179.0,656.0,20-30
194017,a. weimann,26,austria,72,72,bristol city,3400.0,32,right,1.0,3.0,rs,2018,5.833333333,168.0,6500.0,20-30
194020,pelé,26,guinea bissau,75,77,as monaco,6500.0,48,right,1.0,3.0,cdm,2018,6.0,170.0,12800.0,20-30
194053,l. sobiech,27,germany,74,74,1. fc köln,4700.0,17,right,1.0,2.0,cb,2018,6.416666667,194.0,7100.0,20-30
194146,k. long,27,republic of ireland,73,73,burnley,3400.0,36,right,1.0,2.0,lcb,2010,6.25,181.0,6400.0,20-30
194319,d. ward,27,england,69,69,cardiff city,1100.0,22,left,1.0,3.0,st,2017,5.916666667,159.0,2200.0,20-30
194333,r. gikiewicz,30,poland,73,73,1. fc union berlin,2600.0,19,right,1.0,1.0,gk,2018,6.25,179.0,4100.0,20-30
194644,montoya,27,spain,77,78,brighton & hove albion,8000.0,43,right,2.0,3.0,rb,2018,5.75,161.0,15800.0,20-30
194730,juan carlos,30,spain,71,71,cd lugo,1500.0,5,right,1.0,1.0,gk,2017,6.166666667,181.0,2400.0,20-30
194894,f. rossi,27,italy,60,64,atalanta,180.0,3,right,1.0,1.0,gk,2017,6.333333333,183.0,320.0,20-30
194937,t. parkes,26,england,65,65,carlisle united,475.0,3,left,1.0,2.0,cb,2017,6.166666667,174.0,831.0,20-30
194945,r. varga,28,hungary,72,72,,,0,right,1.0,3.0,rw,2016,6.0,174.0,4585.060806,20-30
194957,p. jones,26,england,79,80,manchester united,12000.0,110,right,2.0,2.0,cb,2011,6.083333333,157.0,23100.0,20-30
194964,n. mendez-laing,26,england,71,72,cardiff city,2800.0,30,right,1.0,3.0,rw,2017,5.916666667,165.0,5800.0,20-30
195086,d. lovren,28,croatia,81,82,liverpool,16000.0,115,right,2.0,2.0,rcb,2014,6.166666667,185.0,31600.0,20-30
195124,d. amoo,27,england,63,63,cambridge united,375.0,3,right,1.0,3.0,rm,2017,5.833333333,170.0,656.0,20-30
195722,r. cereceda,33,chile,67,67,cd o'higgins,290.0,3,left,1.0,2.0,lb,2018,5.666666667,161.0,392.0,30-36
195838,crivellaro,29,brazil,71,71,cd feirense,2300.0,9,left,1.0,3.0,cam,2018,6.0,172.0,4900.0,20-30
195864,p. pogba,25,france,87,91,manchester united,64000.0,210,right,4.0,5.0,rdm,2016,6.333333333,185.0,123200.0,20-30
195905,l. gutiérrez,33,bolivia,67,67,,,0,right,1.0,2.0,rm,2016,5.916666667,190.0,4585.060806,30-36
196070,h. martínez,31,chile,67,67,cd universidad de concepción,525.0,2,right,1.0,2.0,cb,2018,5.833333333,161.0,735.0,30-36
196688,a. corzo,29,peru,69,69,,,0,right,1.0,3.0,lb,2016,5.666666667,165.0,4585.060806,20-30
196896,babanco,32,cape verde,71,71,cd feirense,1800.0,8,left,1.0,3.0,ldm,2017,5.833333333,154.0,3800.0,30-36
196913,j. campos,30,bolivia,71,71,,,0,left,1.0,3.0,cam,2016,5.75,141.0,4585.060806,20-30
196916,m. pack,27,england,72,73,bristol city,3500.0,30,right,1.0,3.0,lcm,2013,6.166666667,163.0,6900.0,20-30
196942,iñigo pérez,30,spain,74,74,ca osasuna,4200.0,9,left,1.0,2.0,ldm,2018,5.833333333,163.0,6700.0,20-30
196946,e. izaguirre,32,honduras,68,68,celtic,500.0,17,left,1.0,3.0,lb,2018,5.833333333,170.0,900.0,30-36
197061,j. matip,26,cameroon,80,82,liverpool,15000.0,99,right,2.0,2.0,cb,2016,6.333333333,198.0,29600.0,20-30
197170,k. harris,25,england,65,68,cardiff city,675.0,11,right,1.0,3.0,lm,2012,5.75,150.0,1400.0,20-30
197242,g. krychowiak,28,poland,78,79,lokomotiv moscow,9500.0,1,right,3.0,3.0,lcm,2016,6.083333333,187.0,20700.0,20-30
197445,d. alaba,26,austria,85,87,fc bayern münchen,38000.0,110,left,4.0,3.0,lb,2010,5.916666667,168.0,65600.0,20-30
197781,isco,26,spain,88,91,real madrid,73500.0,315,right,3.0,4.0,lw,2013,5.75,174.0,156200.0,20-30
197786,g. donati,28,italy,73,73,1. fsv mainz 05,3200.0,21,right,2.0,2.0,rb,2016,5.833333333,168.0,5700.0,20-30
197837,d. boyata,27,belgium,75,77,celtic,6500.0,42,right,1.0,2.0,rcb,2015,6.166666667,190.0,12200.0,20-30
197996,e. larsson,26,sweden,66,67,malmö ff,625.0,2,right,1.0,2.0,rwb,2018,5.75,150.0,859.0,20-30
198009,m. perin,25,italy,84,89,juventus,,105,right,2.0,1.0,gk,2018,6.166666667,170.0,50900.0,20-30
198031,sérgio oliveira,26,portugal,79,82,fc porto,15500.0,17,right,1.0,3.0,cm,2015,5.916666667,159.0,32200.0,20-30
198062,pichu atienza,28,spain,70,72,cd numancia,1700.0,6,right,1.0,2.0,rcb,2018,6.25,187.0,2800.0,20-30
198077,p. herrmann,27,germany,77,77,borussia mönchengladbach,9500.0,29,right,2.0,3.0,rm,2010,5.833333333,154.0,16200.0,20-30
198113,m. höger,28,germany,75,75,1. fc köln,6500.0,21,right,2.0,2.0,cm,2016,6.0,183.0,9800.0,20-30
198176,s. de vrij,26,netherlands,84,86,inter,,88,right,3.0,2.0,cb,2018,6.166666667,172.0,55900.0,20-30
198190,g. cunningham,27,republic of ireland,74,75,cardiff city,5000.0,35,left,1.0,3.0,lb,2018,6.0,154.0,10400.0,20-30
198240,raul garcía,29,spain,73,73,cd leganés,3000.0,22,left,1.0,2.0,lb,2017,5.75,163.0,6300.0,20-30
198331,m. vydra,26,czech republic,74,76,burnley,7000.0,43,right,1.0,3.0,cam,2018,5.75,157.0,13800.0,20-30
198352,s. bell,26,germany,76,77,1. fsv mainz 05,7500.0,24,right,1.0,2.0,rcb,2010,6.333333333,194.0,14100.0,20-30
198504,j. drmić,25,switzerland,75,78,borussia mönchengladbach,8500.0,26,right,2.0,3.0,st,2015,6.0,179.0,15100.0,20-30
198513,cláudio ramos,26,portugal,78,82,cd tondela,9500.0,6,right,1.0,1.0,gk,2012,6.0,187.0,20700.0,20-30
198553,c. gamboa,28,costa rica,69,69,celtic,825.0,22,right,1.0,3.0,rb,2016,5.75,165.0,1500.0,20-30
198554,a. ujah,27,nigeria,73,73,1. fsv mainz 05,4300.0,23,right,2.0,3.0,st,2018,6.0,179.0,7700.0,20-30
198560,carlos ruiz,34,spain,69,69,cd tenerife,325.0,5,right,1.0,2.0,cb,2013,6.0,176.0,520.0,30-36
198564,jona,29,honduras,70,70,cd lugo,1800.0,7,right,1.0,3.0,st,2016,6.0,176.0,4585.060806,20-30
198617,d. drexler,28,germany,74,74,1. fc köln,5500.0,20,right,1.0,3.0,lcm,2018,6.0,157.0,8300.0,20-30
198625,s. bain,26,scotland,68,72,celtic,800.0,14,right,1.0,1.0,gk,2018,5.916666667,185.0,1500.0,20-30
198641,k. zohore,24,denmark,72,77,cardiff city,4200.0,30,left,1.0,3.0,st,2016,6.333333333,212.0,8800.0,20-30
198654,a. kolomeytsev,29,russia,71,71,lokomotiv moscow,1800.0,1,right,1.0,3.0,cdm,2015,6.0,172.0,3900.0,20-30
198706,luis alberto,25,spain,82,85,lazio,28500.0,67,right,2.0,4.0,cf,2016,6.0,163.0,50600.0,20-30
198710,j. rodríguez,26,colombia,88,89,fc bayern münchen,69500.0,315,left,4.0,4.0,lam,2016,5.916666667,172.0,4585.060806,20-30
198784,a. oxlade-chamberlain,24,england,80,85,liverpool,19500.0,94,right,2.0,4.0,cm,2017,5.75,154.0,38500.0,20-30
198810,b. wright,25,australia,71,74,bristol city,2500.0,23,right,1.0,2.0,cb,2017,6.0,174.0,4900.0,20-30
198857,s. romagnoli,28,italy,70,70,brescia,1400.0,8,right,1.0,2.0,rcb,2016,6.333333333,187.0,4585.060806,20-30
198927,t. miller,28,england,61,61,bury,200.0,3,right,1.0,2.0,rwb,2018,5.75,159.0,350.0,20-30
198946,d. d'ambrosio,29,italy,76,76,inter,6000.0,50,right,2.0,3.0,lb,2014,5.916666667,165.0,10200.0,20-30
198950,pablo sarabia,26,spain,82,83,sevilla fc,26000.0,26,left,2.0,4.0,rcm,2016,5.75,154.0,56600.0,20-30
198955,juan muñiz,26,spain,67,68,cd lugo,900.0,4,left,1.0,3.0,rm,2018,5.833333333,163.0,1500.0,20-30
198964,tyronne,27,spain,68,68,cd tenerife,950.0,5,left,1.0,3.0,rm,2017,5.916666667,159.0,1500.0,20-30
199005,m. ryan,26,australia,79,81,brighton & hove albion,10500.0,41,right,1.0,1.0,gk,2017,6.0,181.0,20700.0,20-30
199042,c. aránguiz,29,chile,81,81,bayer 04 leverkusen,17000.0,76,right,2.0,3.0,ldm,2015,5.583333333,154.0,28900.0,20-30
199069,v. aboubakar,26,cameroon,80,82,fc porto,18000.0,19,right,3.0,5.0,st,2014,6.0,181.0,37400.0,20-30
199110,l. muriel,27,colombia,80,81,sevilla fc,17500.0,24,right,2.0,4.0,st,2017,5.833333333,174.0,38100.0,20-30
199152,d. lekić,33,serbia,71,71,cádiz cf,1500.0,8,right,1.0,2.0,st,2018,6.333333333,194.0,2400.0,30-36
199189,r. barkley,24,england,79,82,chelsea,16000.0,89,right,2.0,4.0,cam,2018,6.083333333,192.0,30800.0,20-30
199247,álex fernández,25,spain,72,77,cádiz cf,3500.0,7,right,1.0,3.0,cam,2017,5.916666667,150.0,5800.0,20-30
199254,joão pedro,26,brazil,76,79,cagliari,9500.0,30,right,1.0,4.0,ls,2014,6.0,161.0,16900.0,20-30
199304,danilo,26,brazil,79,80,manchester city,12000.0,110,right,2.0,3.0,rb,2017,6.0,172.0,23100.0,20-30
199305,m. wittek,29,germany,69,69,1. fc heidenheim 1846,825.0,7,right,1.0,2.0,cb,2012,6.333333333,194.0,1300.0,20-30
199347,t. beermann,27,germany,69,70,1. fc heidenheim 1846,1000.0,6,left,1.0,2.0,lcb,2013,6.166666667,187.0,1600.0,20-30
199418,e. bauthéac,30,france,74,74,brisbane roar,5500.0,7,left,2.0,3.0,rm,2017,5.583333333,152.0,6900.0,20-30
